"Year","Ceremony","Award","Winner","Recipient","Song","Film","IMDBid.x","IMDBid.y","ItemYear","ItemRuntime"
"1994",67,"Sound Effects Editing",1,"Stephen Hunter Flick",NA,"Speed",NA,"tt0111257","1994","116 min"
"1994",67,"Costume Design",1,"Lizzy Gardiner, Tim Chappel",NA,"The Adventures of Priscilla, Queen of the Desert",NA,"tt0109045","1994","104 min"
"1994",67,"Music (Original Song)",1,"Music by Elton John; Lyric by Tim Rice","""Can You Feel The Love Tonight""","The Lion King",NA,"tt0110357","1994","88 min"
"1994",67,"Music (Original Score)",1,"Hans Zimmer",NA,"The Lion King",NA,"tt0110357","1994","88 min"
"1994",67,"Art Direction",1,"Art Direction: Ken Adam; Set Decoration: Carolyn Scott",NA,"The Madness of King George",NA,"tt0110428","1994","110 min"
"1994",67,"Short Film (Live Action)",1,"Peggy Rajski, Randy Stone",NA,"Trevor",NA,"tt0111486","1994","23 min"
"1995",68,"Short Film (Animated)",1,"Nick Park",NA,"A Close Shave",NA,"tt0112691","1995","30 min"
"1995",68,"Documentary (Feature)",1,"Jon Blair",NA,"Anne Frank Remembered",NA,"tt0112373","1995","117 min"
"1995",68,"Foreign Language Film",1,"The Netherlands",NA,"Antonia's Line",NA,"tt0112379","1995","102 min"
"1995",68,"Film Editing",1,"Mike Hill, Dan Hanley",NA,"Apollo 13",NA,"tt0112384","1995","140 min"
"1995",68,"Sound",1,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",NA,"Apollo 13",NA,"tt0112384","1995","140 min"
"1995",68,"Visual Effects",1,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",NA,"Babe",NA,"tt0112431","1995","91 min"
"1995",68,"Actress in a Leading Role",1,"Susan Sarandon",NA,"Dead Man Walking",NA,"tt0112818","1995","122 min"
"1995",68,"Actor in a Leading Role",1,"Nicolas Cage",NA,"Leaving Las Vegas",NA,"tt0113627","1995","111 min"
"1995",68,"Short Film (Live Action)",1,"Christine Lahti, Jana Sue Memel",NA,"Lieberman in Love",NA,"tt0113653","1995","39 min"
"1995",68,"Actress in a Supporting Role",1,"Mira Sorvino",NA,"Mighty Aphrodite",NA,"tt0113819","1995","95 min"
"1995",68,"Documentary (Short Subject)",1,"Kary Antholis",NA,"One Survivor Remembers",NA,"tt0114044","1995","39 min"
"1995",68,"Music (Original Song)",1,"Music by Alan Menken; Lyric by Stephen Schwartz","""Colors Of The Wind""","Pocahontas",NA,"tt0114148","1995","81 min"
"1995",68,"Music (Original Musical or Comedy Score)",1,"Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken",NA,"Pocahontas",NA,"tt0114148","1995","81 min"
"1995",68,"Art Direction",1,"Eugenio Zanetti",NA,"Restoration",NA,"tt0114272","1995","117 min"
"1995",68,"Costume Design",1,"James Acheson",NA,"Restoration",NA,"tt0114272","1995","117 min"
"1995",68,"Writing (Screenplay Based on Material Previously Produced or Published)",1,"Emma Thompson",NA,"Sense and Sensibility",NA,"tt0114388","1995","136 min"
"1995",68,"Music (Original Dramatic Score)",1,"Luis Enrique Bacalov",NA,"The Postman (Il Postino)",NA,NA,NA,NA
"1995",68,"Actor in a Supporting Role",1,"Kevin Spacey",NA,"The Usual Suspects",NA,"tt0114814","1995","106 min"
"1995",68,"Writing (Screenplay Written Directly for the Screen)",1,"Christopher McQuarrie",NA,"The Usual Suspects",NA,"tt0114814","1995","106 min"
"1995",68,"Special Achievement Award",1,"John Lasseter",NA,"Toy Story",NA,NA,NA,NA
"1996",69,"Documentary (Short Subject)",1,"Jessica Yu",NA,"Breathing Lessons: The Life and Work of Mark O'Brien",NA,"tt0115753","1996","35 min"
"1996",69,"Short Film (Live Action)",1,"David Frankel, Barry Jossen",NA,"Dear Diary",NA,"tt0116058","1996","22 min"
"1996",69,"Music (Original Musical or Comedy Score)",1,"Rachel Portman",NA,"Emma",NA,"tt0116191","1996","120 min"
"1996",69,"Music (Original Song)",1,"Music by Andrew Lloyd Webber; Lyric by Tim Rice","""You Must Love Me""","Evita",NA,"tt0116250","1996","135 min"
"1996",69,"Actress in a Leading Role",1,"Frances McDormand",NA,"Fargo",NA,"tt0116282","1996","98 min"
"1996",69,"Writing (Screenplay Written Directly for the Screen)",1,"Ethan Coen, Joel Coen",NA,"Fargo",NA,"tt0116282","1996","98 min"
"1996",69,"Visual Effects",1,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",NA,"Independence Day",NA,"tt0116629","1996","145 min"
"1996",69,"Actor in a Supporting Role",1,"Cuba Gooding, Jr.",NA,"Jerry Maguire",NA,"tt0116695","1996","139 min"
"1996",69,"Foreign Language Film",1,"Czech Republic",NA,"Kolya",NA,"tt0116790","1996","105 min"
"1996",69,"Short Film (Animated)",1,"Tyron Montgomery, Thomas Stellmach",NA,"Quest",NA,"tt0117419","1996","12 min"
"1996",69,"Actor in a Leading Role",1,"Geoffrey Rush",NA,"Shine",NA,"tt0117631","1996","105 min"
"1996",69,"Writing (Screenplay Based on Material Previously Produced or Published)",1,"Billy Bob Thornton",NA,"Sling Blade",NA,"tt0117666","1996","135 min"
"1996",69,"Sound Effects Editing",1,"Bruce Stambler",NA,"The Ghost and the Darkness",NA,"tt0116409","1996","110 min"
"1996",69,"Makeup",1,"Rick Baker, David LeRoy Anderson",NA,"The Nutty Professor",NA,"tt0117218","1996","95 min"
"1996",69,"Documentary (Feature)",1,"Leon Gast, David Sonenberg",NA,"When We Were Kings",NA,"tt0118147","1996","88 min"
"1997",70,"Documentary (Short Subject)",1,"Donna Dewey, Carol Pasternak",NA,"A Story of Healing",NA,"tt0141858","1997","28 min"
"1997",70,"Actor in a Leading Role",1,"Jack Nicholson",NA,"As Good as It Gets",NA,"tt0119822","1997","139 min"
"1997",70,"Actress in a Leading Role",1,"Helen Hunt",NA,"As Good as It Gets",NA,"tt0119822","1997","139 min"
"1997",70,"Foreign Language Film",1,"The Netherlands",NA,"Character",NA,"tt0119448","1997","122 min"
"1997",70,"Short Film (Animated)",1,"Jan Pinkava",NA,"Geri's Game",NA,"tt0131409","1997","4 min"
"1997",70,"Actor in a Supporting Role",1,"Robin Williams",NA,"Good Will Hunting",NA,"tt0119217","1997","126 min"
"1997",70,"Writing (Screenplay Written Directly for the Screen)",1,"Ben Affleck, Matt Damon",NA,"Good Will Hunting",NA,"tt0119217","1997","126 min"
"1997",70,"Actress in a Supporting Role",1,"Kim Basinger",NA,"L.A. Confidential",NA,"tt0119488","1997","138 min"
"1997",70,"Writing (Screenplay Based on Material Previously Produced or Published)",1,"Brian Helgeland, Curtis Hanson",NA,"L.A. Confidential",NA,"tt0119488","1997","138 min"
"1997",70,"Makeup",1,"Rick Baker, David LeRoy Anderson",NA,"Men in Black",NA,"tt0119654","1997","98 min"
"1997",70,"Music (Original Musical or Comedy Score)",1,"Anne Dudley",NA,"The Full Monty",NA,"tt0119164","1997","91 min"
"1997",70,"Documentary (Feature)",1,"Rabbi Marvin Hier, Richard Trank",NA,"The Long Way Home",NA,"tt0119561","1997","120 min"
"1997",70,"Music (Original Song)",1,"Music by James Horner; Lyric by Will Jennings","""My Heart Will Go On""","Titanic",NA,"tt0120338","1997","194 min"
"1997",70,"Music (Original Song)",1,"Music by James Horner; Lyric by Will Jennings","""My Heart Will Go On""","Titanic",NA,"tt0046435","1953","98 min"
"1997",70,"Short Film (Live Action)",1,"Chris Tashima, Chris Donahue",NA,"Visas and Virtue",NA,"tt0141963","1997","26 min"
"1998",71,"Actor in a Supporting Role",1,"James Coburn",NA,"Affliction",NA,"tt0118564","1997","114 min"
"1998",71,"Short Film (Animated)",1,"Chris Wedge",NA,"Bunny",NA,"tt0179011","1998","7 min"
"1998",71,"Short Film (Live Action)",1,"Kim Magnusson, Anders Thomas Jensen",NA,"Election Night (Valgaften)",NA,NA,NA,NA
"1998",71,"Makeup",1,"Jenny Shircore",NA,"Elizabeth",NA,"tt0127536","1998","124 min"
"1998",71,"Writing (Screenplay Based on Material Previously Produced or Published)",1,"Bill Condon",NA,"Gods and Monsters",NA,"tt0120684","1998","105 min"
"1998",71,"Actor in a Leading Role",1,"Roberto Benigni",NA,"Life Is Beautiful",NA,"tt0118799","1997","116 min"
"1998",71,"Foreign Language Film",1,"Italy",NA,"Life Is Beautiful",NA,"tt0118799","1997","116 min"
"1998",71,"Music (Original Dramatic Score)",1,"Nicola Piovani",NA,"Life Is Beautiful",NA,"tt0118799","1997","116 min"
"1998",71,"Documentary (Short Subject)",1,"Keiko Ibi",NA,"The Personals: Improvisations on Romance in the Golden Years",NA,NA,NA,NA
"1998",71,"Music (Original Song)",1,"Music and Lyric by Stephen Schwartz","""When You Believe""","The Prince of Egypt",NA,"tt0120794","1998","99 min"
"1998",71,"Visual Effects",1,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",NA,"What Dreams May Come",NA,"tt0120889","1998","113 min"
"1999",72,"Foreign Language Film",1,"Spain",NA,"All about My Mother",NA,NA,NA,NA
"1999",72,"Actress in a Leading Role",1,"Hilary Swank",NA,"Boys Don't Cry",NA,"tt0171804","1999","118 min"
"1999",72,"Actress in a Supporting Role",1,"Angelina Jolie",NA,"Girl, Interrupted",NA,"tt0172493","1999","127 min"
"1999",72,"Documentary (Short Subject)",1,"Susan Hannah Hadary, William A. Whiteford",NA,"King Gimp",NA,"tt0239528","1999","39 min"
"1999",72,"Short Film (Live Action)",1,"Barbara Schock, Tammy Tiehel",NA,"My Mother Dreams the Satan's Disciples in New York",NA,"tt0177023","1998","30 min"
"1999",72,"Documentary (Feature)",1,"Arthur Cohn, Kevin Macdonald",NA,"One Day in September",NA,"tt0230591","1999","94 min"
"1999",72,"Art Direction",1,"Art Direction: Rick Heinrichs; Set Decoration: Peter Young",NA,"Sleepy Hollow",NA,"tt0162661","1999","105 min"
"1999",72,"Music (Original Song)",1,"Music and Lyric by Phil Collins","""You'll Be In My Heart""","Tarzan",NA,"tt0120855","1999","88 min"
"1999",72,"Actor in a Supporting Role",1,"Michael Caine",NA,"The Cider House Rules",NA,"tt0124315","1999","126 min"
"1999",72,"Writing (Screenplay Based on Material Previously Produced or Published)",1,"John Irving",NA,"The Cider House Rules",NA,"tt0124315","1999","126 min"
"1999",72,"Film Editing",1,"Zach Staenberg",NA,"The Matrix",NA,"tt0133093","1999","136 min"
"1999",72,"Sound",1,"John Reitz, Gregg Rudloff, David Campbell, David Lee",NA,"The Matrix",NA,"tt0133093","1999","136 min"
"1999",72,"Sound Effects Editing",1,"Dane A. Davis",NA,"The Matrix",NA,"tt0133093","1999","136 min"
"1999",72,"Visual Effects",1,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",NA,"The Matrix",NA,"tt0133093","1999","136 min"
"1999",72,"Short Film (Animated)",1,"Alexander Petrov",NA,"The Old Man and the Sea",NA,"tt0207639","1999","20 min"
"1999",72,"Short Film (Animated)",1,"Alexander Petrov",NA,"The Old Man and the Sea",NA,"tt0052027","1958","86 min"
"1999",72,"Music (Original Score)",1,"John Corigliano",NA,"The Red Violin",NA,"tt0120802","1998","130 min"
"1999",72,"Costume Design",1,"Lindy Hemming",NA,"Topsy-Turvy",NA,"tt0151568","1999","160 min"
"1999",72,"Makeup",1,"Christine Blundell, Trefor Proud",NA,"Topsy-Turvy",NA,"tt0151568","1999","160 min"
"2000",73,"Writing (Screenplay Written Directly for the Screen)",1,"Written by Cameron Crowe",NA,"Almost Famous",NA,"tt0181875","2000","122 min"
"2000",73,"Documentary (Short Subject)",1,"Tracy Seretean",NA,"Big Mama",NA,"tt0280353","2000","35 min"
"2000",73,"Art Direction",1,"Tim Yip",NA,"Crouching Tiger, Hidden Dragon",NA,"tt0190332","2000","120 min"
"2000",73,"Cinematography",1,"Peter Pau",NA,"Crouching Tiger, Hidden Dragon",NA,"tt0190332","2000","120 min"
"2000",73,"Foreign Language Film",1,"Taiwan",NA,"Crouching Tiger, Hidden Dragon",NA,"tt0190332","2000","120 min"
"2000",73,"Music (Original Score)",1,"Tan Dun",NA,"Crouching Tiger, Hidden Dragon",NA,"tt0190332","2000","120 min"
"2000",73,"Makeup",1,"Rick Baker, Gail Ryan",NA,"Dr. Seuss' How the Grinch Stole Christmas",NA,NA,NA,NA
"2000",73,"Actress in a Leading Role",1,"Julia Roberts",NA,"Erin Brockovich",NA,"tt0195685","2000","131 min"
"2000",73,"Short Film (Animated)",1,"Michael Dudok de Wit",NA,"Father and Daughter",NA,"tt0279079","2000","8 min"
"2000",73,"Documentary (Feature)",1,"Mark Jonathan Harris, Deborah Oppenheimer",NA,"Into the Arms of Strangers: Stories of the Kindertransport",NA,"tt0248912","2000","122 min"
"2000",73,"Actress in a Supporting Role",1,"Marcia Gay Harden",NA,"Pollock",NA,"tt0183659","2000","122 min"
"2000",73,"Short Film (Live Action)",1,"Florian Gallenberger",NA,"Quiero Ser (I want to be...)",NA,NA,NA,NA
"2000",73,"Actor in a Supporting Role",1,"Benicio Del Toro",NA,"Traffic",NA,"tt0181865","2000","147 min"
"2000",73,"Directing",1,"Steven Soderbergh",NA,"Traffic",NA,"tt0181865","2000","147 min"
"2000",73,"Film Editing",1,"Stephen Mirrione",NA,"Traffic",NA,"tt0181865","2000","147 min"
"2000",73,"Writing (Screenplay Based on Material Previously Produced or Published)",1,"Screenplay by Stephen Gaghan",NA,"Traffic",NA,"tt0181865","2000","147 min"
"2000",73,"Sound Editing",1,"Jon Johnson",NA,"U-571",NA,"tt0141926","2000","116 min"
"2000",73,"Music (Original Song)",1,"Music and Lyric by Bob Dylan","""Things Have Changed""","Wonder Boys",NA,"tt0185014","2000","107 min"
"2001",74,"Animated Feature Film",1,"Shrek",NA,"Aron Warner",NA,NA,NA,NA
"2001",74,"Film Editing",1,"Pietro Scalia",NA,"Black Hawk Down",NA,"tt0265086","2001","144 min"
"2001",74,"Sound",1,"Michael Minkler, Myron Nettinga, Chris Munro",NA,"Black Hawk Down",NA,"tt0265086","2001","144 min"
"2001",74,"Short Film (Animated)",1,"Ralph Eggleston",NA,"For the Birds",NA,"tt0248808","2000","3 min"
"2001",74,"Writing (Screenplay Written Directly for the Screen)",1,"Written by Julian Fellowes",NA,"Gosford Park",NA,"tt0280707","2001","131 min"
"2001",74,"Actor in a Supporting Role",1,"Jim Broadbent",NA,"Iris",NA,"tt0280778","2001","91 min"
"2001",74,"Actress in a Leading Role",1,"Halle Berry",NA,"Monster's Ball",NA,"tt0285742","2001","111 min"
"2001",74,"Music (Original Song)",1,"Music and Lyric by Randy Newman","""If I Didn't Have You""","Monsters, Inc.",NA,"tt0198781","2001","92 min"
"2001",74,"Art Direction",1,"Art Direction: Catherine Martin; Set Decoration: Brigitte Broch",NA,"Moulin Rouge",NA,"tt0044926","1952","119 min"
"2001",74,"Costume Design",1,"Catherine Martin, Angus Strathie",NA,"Moulin Rouge",NA,"tt0044926","1952","119 min"
"2001",74,"Documentary (Feature)",1,"Jean-Xavier de Lestrade, Denis Poncet",NA,"Murder on a Sunday Morning",NA,"tt0307197","2001","111 min"
"2001",74,"Foreign Language Film",1,"Bosnia & Herzegovina",NA,"No Man's Land",NA,"tt0283509","2001","98 min"
"2001",74,"Sound Editing",1,"George Watters II, Christopher Boyes",NA,"Pearl Harbor",NA,"tt0213149","2001","183 min"
"2001",74,"Short Film (Live Action)",1,"Ray McKinnon, Lisa Blount",NA,"the accountant",NA,NA,NA,NA
"2001",74,"Documentary (Short Subject)",1,"Sarah Kernochan, Lynn Appelle",NA,"Thoth",NA,"tt0299178","2002","40 min"
"2001",74,"Actor in a Leading Role",1,"Denzel Washington",NA,"Training Day",NA,"tt0139654","2001","122 min"
"2002",75,"Music (Original Song)",1,"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem","""Lose Yourself""","8 Mile",NA,"tt0298203","2002","110 min"
"2002",75,"Actor in a Supporting Role",1,"Chris Cooper",NA,"Adaptation",NA,NA,NA,NA
"2002",75,"Documentary (Feature)",1,"Michael Moore, Michael Donovan",NA,"Bowling for Columbine",NA,"tt0310793","2002","120 min"
"2002",75,"Makeup",1,"John Jackson, Beatrice De Alba",NA,"Frida",NA,"tt0120679","2002","123 min"
"2002",75,"Music (Original Score)",1,"Elliot Goldenthal",NA,"Frida",NA,"tt0120679","2002","123 min"
"2002",75,"Animated Feature Film",1,"Spirited Away",NA,"Hayao Miyazaki",NA,NA,NA,NA
"2002",75,"Foreign Language Film",1,"Germany",NA,"Nowhere in Africa",NA,"tt0161860","2001","141 min"
"2002",75,"Cinematography",1,"Conrad L. Hall",NA,"Road to Perdition",NA,"tt0257044","2002","117 min"
"2002",75,"Writing (Original Screenplay)",1,"Written by Pedro Almodóvar",NA,"Talk to Her",NA,"tt0287467","2002","112 min"
"2002",75,"Short Film (Animated)",1,"Eric Armstrong",NA,"The ChubbChubbs!",NA,NA,NA,NA
"2002",75,"Actress in a Leading Role",1,"Nicole Kidman",NA,"The Hours",NA,"tt0274558","2002","110 min"
"2002",75,"Actor in a Leading Role",1,"Adrien Brody",NA,"The Pianist",NA,"tt0253474","2002","150 min"
"2002",75,"Directing",1,"Roman Polanski",NA,"The Pianist",NA,"tt0253474","2002","150 min"
"2002",75,"Writing (Adapted Screenplay)",1,"Screenplay by Ronald Harwood",NA,"The Pianist",NA,"tt0253474","2002","150 min"
"2002",75,"Short Film (Live Action)",1,"Martin Strange-Hansen, Mie Andreasen",NA,"This Charming Man (Der Er En Yndig Mand)",NA,NA,NA,NA
"2002",75,"Documentary (Short Subject)",1,"Bill Guttentag, Robert David Port",NA,"Twin Towers",NA,"tt0344503","2003","34 min"
"2003",76,"Animated Feature Film",1,"Finding Nemo",NA,"Andrew Stanton",NA,NA,NA,NA
"2003",76,"Documentary (Short Subject)",1,"Maryann DeLeo",NA,"Chernobyl Heart",NA,"tt0396959","2003","39 min"
"2003",76,"Actress in a Supporting Role",1,"Renée Zellweger",NA,"Cold Mountain",NA,"tt0159365","2003","154 min"
"2003",76,"Short Film (Animated)",1,"Adam Elliot",NA,"Harvie Krumpet",NA,"tt0382734","2003","23 min"
"2003",76,"Writing (Original Screenplay)",1,"Written by Sofia Coppola",NA,"Lost in Translation",NA,"tt0335266","2003","102 min"
"2003",76,"Cinematography",1,"Russell Boyd",NA,"Master and Commander: The Far Side of the World",NA,"tt0311113","2003","138 min"
"2003",76,"Sound Editing",1,"Richard King",NA,"Master and Commander: The Far Side of the World",NA,"tt0311113","2003","138 min"
"2003",76,"Actress in a Leading Role",1,"Charlize Theron",NA,"Monster",NA,"tt0340855","2003","109 min"
"2003",76,"Actor in a Leading Role",1,"Sean Penn",NA,"Mystic River",NA,"tt0327056","2003","138 min"
"2003",76,"Actor in a Supporting Role",1,"Tim Robbins",NA,"Mystic River",NA,"tt0327056","2003","138 min"
"2003",76,"Foreign Language Film",1,"Canada",NA,"The Barbarian Invasions",NA,"tt0338135","2003","99 min"
"2003",76,"Documentary (Feature)",1,"Errol Morris and Michael Williams",NA,"The Fog of War",NA,"tt0317910","2003","107 min"
"2003",76,"Music (Original Song)",1,"Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox","""Into The West""","The Lord of the Rings: The Return of the King",NA,"tt0167260","2003","201 min"
"2003",76,"Short Film (Live Action)",1,"Aaron Schneider and Andrew J. Sacks",NA,"Two Soldiers",NA,"tt0304858","2003","40 min"
"2004",77,"Documentary (Feature)",1,"Ross Kauffman and Zana Briski",NA,"Born into Brothels",NA,NA,NA,NA
"2004",77,"Animated Feature Film",1,"The Incredibles",NA,"Brad Bird",NA,NA,NA,NA
"2004",77,"Writing (Original Screenplay)",1,"Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth",NA,"Eternal Sunshine of the Spotless Mind",NA,"tt0338013","2004","108 min"
"2004",77,"Music (Original Score)",1,"Jan A.P. Kaczmarek",NA,"Finding Neverland",NA,"tt0308644","2004","106 min"
"2004",77,"Makeup",1,"Valli O'Reilly and Bill Corso",NA,"Lemony Snicket's A Series of Unfortunate Events",NA,NA,NA,NA
"2004",77,"Documentary (Short Subject)",1,"Robert Hudson and Bobby Houston",NA,"Mighty Times: The Children's March",NA,"tt0443587","2004","40 min"
"2004",77,"Actor in a Supporting Role",1,"Morgan Freeman",NA,"Million Dollar Baby",NA,"tt0405159","2004","132 min"
"2004",77,"Actress in a Leading Role",1,"Hilary Swank",NA,"Million Dollar Baby",NA,"tt0405159","2004","132 min"
"2004",77,"Best Picture",1,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",NA,"Million Dollar Baby",NA,"tt0405159","2004","132 min"
"2004",77,"Directing",1,"Clint Eastwood",NA,"Million Dollar Baby",NA,"tt0405159","2004","132 min"
"2004",77,"Actor in a Leading Role",1,"Jamie Foxx",NA,"Ray",NA,"tt0350258","2004","152 min"
"2004",77,"Sound Mixing",1,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa",NA,"Ray",NA,"tt0350258","2004","152 min"
"2004",77,"Short Film (Animated)",1,"Chris Landreth",NA,"Ryan",NA,"tt0414469","2004","14 min"
"2004",77,"Writing (Adapted Screenplay)",1,"Screenplay by Alexander Payne & Jim Taylor",NA,"Sideways",NA,"tt0375063","2004","127 min"
"2004",77,"Visual Effects",1,"John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier",NA,"Spider-Man 2",NA,"tt0316654","2004","127 min"
"2004",77,"Sound Editing",1,"Michael Silvers and Randy Thom",NA,"The Incredibles",NA,"tt0317705","2004","115 min"
"2004",77,"Music (Original Song)",1,"Music and Lyric by Jorge Drexler","""Al Otro Lado Del Río""","The Motorcycle Diaries",NA,"tt0318462","2004","126 min"
"2004",77,"Foreign Language Film",1,"Spain",NA,"The Sea Inside",NA,"tt0369702","2004","126 min"
"2004",77,"Short Film (Live Action)",1,"Andrea Arnold",NA,"Wasp",NA,"tt0388534","2003","26 min"
"2005",78,"Documentary (Short Subject)",1,"Corinne Marrinan and Eric Simonson",NA,"A Note of Triumph: The Golden Age of Norman Corwin",NA,"tt0491795","2005","39 min"
"2005",78,"Directing",1,"Ang Lee",NA,"Brokeback Mountain",NA,"tt0388795","2005","134 min"
"2005",78,"Music (Original Score)",1,"Gustavo Santaolalla",NA,"Brokeback Mountain",NA,"tt0388795","2005","134 min"
"2005",78,"Writing (Adapted Screenplay)",1,"Screenplay by Larry McMurtry & Diana Ossana",NA,"Brokeback Mountain",NA,"tt0388795","2005","134 min"
"2005",78,"Actor in a Leading Role",1,"Philip Seymour Hoffman",NA,"Capote",NA,"tt0379725","2005","114 min"
"2005",78,"Best Picture",1,"Paul Haggis and Cathy Schulman, Producers",NA,"Crash",NA,"tt0375679","2004","112 min"
"2005",78,"Film Editing",1,"Hughes Winborne",NA,"Crash",NA,"tt0375679","2004","112 min"
"2005",78,"Writing (Original Screenplay)",1,"Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis",NA,"Crash",NA,"tt0375679","2004","112 min"
"2005",78,"Music (Original Song)",1,"Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard","""It's Hard Out Here For A Pimp""","Hustle & Flow",NA,"tt0410097","2005","116 min"
"2005",78,"Sound Editing",1,"Mike Hopkins and Ethan Van der Ryn",NA,"King Kong",NA,"tt0360717","2005","187 min"
"2005",78,"Sound Mixing",1,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",NA,"King Kong",NA,"tt0360717","2005","187 min"
"2005",78,"Visual Effects",1,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor",NA,"King Kong",NA,"tt0360717","2005","187 min"
"2005",78,"Documentary (Feature)",1,"Luc Jacquet and Yves Darondeau",NA,"March of the Penguins",NA,"tt0428803","2005","80 min"
"2005",78,"Art Direction",1,"Art Direction: John Myhre; Set Decoration: Gretchen Rau",NA,"Memoirs of a Geisha",NA,"tt0397535","2005","145 min"
"2005",78,"Cinematography",1,"Dion Beebe",NA,"Memoirs of a Geisha",NA,"tt0397535","2005","145 min"
"2005",78,"Costume Design",1,"Colleen Atwood",NA,"Memoirs of a Geisha",NA,"tt0397535","2005","145 min"
"2005",78,"Animated Feature Film",1,"Wallace & Gromit in The Curse of the Were-Rabbit",NA,"Nick Park and Steve Box",NA,NA,NA,NA
"2005",78,"Short Film (Live Action)",1,"Martin McDonagh",NA,"Six Shooter",NA,"tt0425458","2004","27 min"
"2005",78,"Actor in a Supporting Role",1,"George Clooney",NA,"Syriana",NA,"tt0365737","2005","128 min"
"2005",78,"Makeup",1,"Howard Berger and Tami Lane",NA,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",NA,"tt0363771","2005","143 min"
"2005",78,"Actress in a Supporting Role",1,"Rachel Weisz",NA,"The Constant Gardener",NA,"tt0387131","2005","129 min"
"2005",78,"Short Film (Animated)",1,"John Canemaker and Peggy Stern",NA,"The Moon and the Son: An Imagined Conversation",NA,"tt0449619","2005","28 min"
"2005",78,"Foreign Language Film",1,"South Africa",NA,"Tsotsi",NA,"tt0468565","2005","94 min"
"2005",78,"Actress in a Leading Role",1,"Reese Witherspoon",NA,"Walk the Line",NA,"tt0358273","2005","136 min"
"2006",79,"Music (Original Song)",1,"Music and Lyric by Melissa Etheridge","""I Need To Wake Up""","An Inconvenient Truth",NA,"tt0497116","2006","96 min"
"2006",79,"Documentary (Feature)",1,"Davis Guggenheim",NA,"An Inconvenient Truth",NA,"tt0497116","2006","96 min"
"2006",79,"Music (Original Score)",1,"Gustavo Santaolalla",NA,"Babel",NA,"tt0449467","2006","143 min"
"2006",79,"Actress in a Supporting Role",1,"Jennifer Hudson",NA,"Dreamgirls",NA,"tt0443489","2006","130 min"
"2006",79,"Sound Mixing",1,"Michael Minkler, Bob Beemer and Willie Burton",NA,"Dreamgirls",NA,"tt0443489","2006","130 min"
"2006",79,"Animated Feature Film",1,"Happy Feet",NA,"George Miller",NA,NA,NA,NA
"2006",79,"Sound Editing",1,"Alan Robert Murray and Bub Asman",NA,"Letters from Iwo Jima",NA,"tt0498380","2006","141 min"
"2006",79,"Actor in a Supporting Role",1,"Alan Arkin",NA,"Little Miss Sunshine",NA,"tt0449059","2006","101 min"
"2006",79,"Writing (Original Screenplay)",1,"Written by Michael Arndt",NA,"Little Miss Sunshine",NA,"tt0449059","2006","101 min"
"2006",79,"Costume Design",1,"Milena Canonero",NA,"Marie Antoinette",NA,"tt0422720","2006","123 min"
"2006",79,"Art Direction",1,"Art Direction: Eugenio Caballero; Set Decoration: Pilar Revuelta",NA,"Pan's Labyrinth",NA,"tt0457430","2006","118 min"
"2006",79,"Cinematography",1,"Guillermo Navarro",NA,"Pan's Labyrinth",NA,"tt0457430","2006","118 min"
"2006",79,"Makeup",1,"David Martí and Montse Ribé",NA,"Pan's Labyrinth",NA,"tt0457430","2006","118 min"
"2006",79,"Visual Effects",1,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall",NA,"Pirates of the Caribbean: Dead Man's Chest",NA,"tt0383574","2006","151 min"
"2006",79,"Documentary (Short Subject)",1,"Ruby Yang and Thomas Lennon",NA,"The Blood of Yingzhou District",NA,"tt0859595","2006","38 min"
"2006",79,"Short Film (Animated)",1,"Torill Kove",NA,"The Danish Poet",NA,"tt0933357","2006","15 min"
"2006",79,"Best Picture",1,"Graham King, Producer",NA,"The Departed",NA,"tt0407887","2006","151 min"
"2006",79,"Directing",1,"Martin Scorsese",NA,"The Departed",NA,"tt0407887","2006","151 min"
"2006",79,"Film Editing",1,"Thelma Schoonmaker",NA,"The Departed",NA,"tt0407887","2006","151 min"
"2006",79,"Writing (Adapted Screenplay)",1,"Screenplay by William Monahan",NA,"The Departed",NA,"tt0407887","2006","151 min"
"2006",79,"Foreign Language Film",1,"Germany",NA,"The Lives of Others",NA,"tt0405094","2006","137 min"
